------------------------------------------------------------
 solve prev v1=-1 elect=1 gen=9e+20 reg.gen=1 absorp=0 dir.gen=x
------------------------------------------------------------
Position (um), Electron Concentration (/cm3)
       167.999995756,     1.0653653899e+16
       168.336669094,    1.06529068104e+16
       168.673342432,    1.06521564491e+16
       169.010015771,    1.06514060878e+16
       169.346689109,    1.06506524409e+16
       169.683362447,    1.06498987941e+16
       170.020035785,    1.06491418486e+16
       170.356709123,    1.06483849032e+16
       170.693382461,    1.06476246461e+16
         171.0300558,    1.06468643891e+16
       171.366729138,    1.06461008074e+16
       171.703402476,    1.06453372258e+16
       172.040075814,    1.06445703064e+16
       172.376749152,     1.0643803387e+16
       172.713422491,    1.06430331168e+16
       173.050095829,    1.06422628466e+16
       173.386769167,    1.06414892124e+16
       173.723442505,    1.06407155782e+16
       174.060115843,    1.06399385669e+16
       174.396789182,    1.06391615555e+16
        174.73346252,    1.06383811537e+16
       175.070135858,    1.06376007519e+16
       175.406809196,    1.06368169464e+16
       175.743482534,    1.06360331409e+16
       176.080155872,    1.06352459184e+16
       176.416829211,    1.06344586959e+16
       176.753502549,    1.06336680431e+16
       177.090175887,    1.06328773902e+16
       177.426849225,    1.06320832936e+16
       177.763522563,     1.0631289197e+16
       178.100195902,    1.06304916432e+16
        178.43686924,    1.06296940894e+16
       178.773542578,     1.0628893065e+16
       179.110215916,    1.06280920406e+16
       179.446889254,    1.06272875321e+16
       179.783562593,    1.06264830235e+16
       180.120235931,    1.06256750173e+16
       180.456909269,    1.06248670111e+16
       180.793582607,    1.06240554936e+16
       181.130255945,    1.06232439761e+16
       181.466929283,    1.06224289338e+16
       181.803602622,    1.06216138914e+16
        182.14027596,    1.06207953106e+16
       182.476949298,    1.06199767297e+16
       182.813622636,    1.06191545966e+16
       183.150295974,    1.06183324635e+16
       183.486969313,    1.06175067645e+16
       183.823642651,    1.06166810655e+16
       184.160315989,    1.06158517867e+16
       184.496989327,     1.0615022508e+16
       184.833662665,    1.06141896357e+16
       185.170336004,    1.06133567635e+16
       185.507009342,    1.06125202839e+16
        185.84368268,    1.06116838043e+16
       186.180356018,    1.06108437035e+16
       186.517029356,    1.06100036026e+16
       186.853702695,    1.06091598667e+16
