------------------------------------------------------------
 solve prev gen=9e+20 reg.gen=1 absorp=0 dir.gen=x
------------------------------------------------------------
Position (um), Hole Charge Concentration (/cm3)
        154.19638889,      956986490125000
       154.533062228,      957057422325000
       154.869735567,      957128354526000
       155.206408905,      957195601757000
       155.543082243,      957262848989000
       155.879755581,      957326432690000
       156.216428919,      957390016391000
       156.553102258,      957449956833000
       156.889775596,      957509897275000
       157.226448934,      957566213565000
       157.563122272,      957622529856000
        157.89979561,      957675239948000
       158.236468949,      957727950039000
       158.573142287,      957777070734000
       158.909815625,      957826191429000
       159.246488963,      957871738384000
       159.583162301,      957917285340000
       159.919835639,      957959273073000
       160.256508978,      958001260807000
       160.593182316,      958039702702000
       160.929855654,      958078144597000
       161.266528992,      958113052906000
        161.60320233,      958147961214000
       161.939875669,      958179347063000
       162.276549007,      958210732911000
       162.613222345,      958238606302000
       162.949895683,      958266479692000
       163.286569021,      958290849509000
        163.62324236,      958315219326000
       163.959915698,      958336093335000
       164.296589036,      958356967345000
       164.633262374,      958374352199000
       164.969935712,      958391737053000
        165.30660905,      958405638293000
       165.643282389,      958419539533000
       165.979955727,      958429961589000
       166.316629065,      958440383644000
       166.653302403,      958447329836000
       166.989975741,      958454276029000
        167.32664908,      958457748571000
       167.663322418,      958461221114000
       167.999995756,      958461221114000
       168.336669094,      958461221114000
       168.673342432,      958457748571000
       169.010015771,      958454276029000
       169.346689109,      958447329836000
       169.683362447,      958440383644000
       170.020035785,      958429961589000
       170.356709123,      958419539533000
       170.693382461,      958405638293000
         171.0300558,      958391737053000
       171.366729138,      958374352199000
       171.703402476,      958356967345000
       172.040075814,      958336093335000
       172.376749152,      958315219326000
       172.713422491,      958290849509000
       173.050095829,      958266479692000
       173.386769167,      958238606302000
       173.723442505,      958210732911000
       174.060115843,      958179347063000
       174.396789182,      958147961214000
        174.73346252,      958113052906000
       175.070135858,      958078144597000
       175.406809196,      958039702702000
       175.743482534,      958001260807000
       176.080155872,      957959273073000
       176.416829211,      957917285340000
       176.753502549,      957871738384000
       177.090175887,      957826191429000
       177.426849225,      957777070734000
       177.763522563,      957727950039000
       178.100195902,      957675239948000
        178.43686924,      957622529856000
       178.773542578,      957566213565000
       179.110215916,      957509897275000
       179.446889254,      957449956833000
       179.783562593,      957390016391000
       180.120235931,      957326432690000
       180.456909269,      957262848989000
       180.793582607,      957195601757000
       181.130255945,      957128354526000
       181.466929283,      957057422325000
       181.803602622,      956986490125000
        182.14027596,      956911850339000
       182.476949298,      956837210554000
       182.813622636,      956758839385000
       183.150295974,      956680468217000
       183.486969313,      956598340676000
       183.823642651,      956516213134000
       184.160315989,      956430303032000
       184.496989327,      956344392929000
       184.833662665,      956254672869000
       185.170336004,      956164952808000
       185.507009342,      956071394177000
        185.84368268,      955977835546000
       186.180356018,      955880408505000
       186.517029356,      955782981464000
       186.853702695,      955681654939000
       187.190376033,      955580328414000
       187.527049371,      955475070083000
       187.863722709,      955369811753000
       188.200396047,      955260588040000
       188.537069385,      955151364328000
       188.873742724,      955038140389000
       189.210416062,      954924916450000
         189.5470894,      954807656161000
       189.883762738,      954690395872000
       190.220436076,      954569061819000
       190.557109415,      954447727766000
       190.893782753,      954322281232000
       191.230456091,      954196834699000
       191.567129429,      954067235652000
       191.903802767,      953937636606000
       192.240476106,      953803843685000
       192.577149444,      953670050765000
       192.913822782,      953532021267000
        193.25049612,      953393991769000
       193.587169458,      953251681635000
       193.923842796,      953109371501000
       194.260516135,      952962735300000
       194.597189473,      952816099099000
       194.933862811,      952665090017000
       195.270536149,      952514080934000
       195.607209487,      952358650753000
       195.943882826,      952203220572000
       196.280556164,      952043319660000
       196.617229502,      951883418747000
        196.95390284,      951718996038000
       197.290576178,      951554573328000
       197.627249517,      951385576305000
       197.963922855,      951216579282000
       198.300596193,      951042953964000
       198.637269531,      950869328645000
       198.973942869,      950691019563000
       199.310616207,      950512710481000
       199.647289546,      950329660665000
       199.983962884,      950146610849000
       200.320636222,      949958761807000
        200.65730956,      949770912765000
       200.993982898,      949578204465000
       201.330656237,      949385496164000
       201.667329575,      949187867010000
       202.004002913,      948990237856000
       202.340676251,      948787624675000
